,st,st binned,gender,education,income,policy type,vehicle class,customer lifetime value,monthly premium auto,number of open complaints,total claim amount
10892,oregon,north west,female,college,0.0,personal auto,four-door car,4167.994667,69.0,3.0,433.959806
10893,arizona,central,male,high school or below,0.0,personal auto,four-door car,4242.69282,61.0,0.0,439.2
10894,nevada,central,female,bachelor,96917.0,personal auto,two-door car,5736.45893,71.0,0.0,373.047039
10895,arizona,central,male,bachelor,84450.0,corporate auto,four-door car,2679.686625,68.0,0.0,291.257059
10896,arizona,central,female,college,0.0,personal auto,suv,11828.61437,111.0,0.0,1018.808223
10897,arizona,central,female,high school or below,0.0,corporate auto,four-door car,11905.06754,115.0,0.0,840.179082
10898,arizona,central,female,college,10097.0,personal auto,four-door car,4212.8026,110.0,0.0,218.635593
10899,california,west region,female,college,33255.0,personal auto,sports car,5553.18672,138.0,0.0,662.4
10900,oregon,north west,female,bachelor,94132.0,personal auto,four-door car,26538.57925,73.0,0.0,350.4
10901,oregon,north west,male,master,42602.0,personal auto,two-door car,6511.467626,85.0,3.0,63.161647
10902,nevada,central,male,doctor,17250.0,personal auto,four-door car,4730.355248,62.0,0.0,175.528642
10903,california,west region,male,college,74212.0,personal auto,four-door car,2908.020838,73.0,0.0,188.878749
10904,washington,east,male,bachelor,85756.0,personal auto,four-door car,4821.156466,61.0,0.0,117.036869
10905,arizona,central,female,bachelor,24910.0,personal auto,four-door car,2248.449633,63.0,1.0,347.857619
10906,oregon,north west,male,bachelor,41596.0,personal auto,four-door car,5232.454958,66.0,0.0,316.8
10907,nevada,central,male,bachelor,72202.0,corporate auto,two-door car,2557.585549,63.0,0.0,453.6
10908,california,west region,male,bachelor,33967.0,personal auto,four-door car,5871.175279,76.0,0.0,364.8
10909,california,west region,female,master,77951.0,corporate auto,two-door car,3681.978995,93.0,3.0,19.668633
10910,oregon,north west,female,doctor,77521.0,personal auto,two-door car,5918.066128,73.0,0.0,350.4
10911,oregon,north west,male,college,0.0,personal auto,sports car,16152.90489,109.0,0.0,852.460341
10912,arizona,central,male,bachelor,86305.0,corporate auto,four-door car,4984.618655,62.0,0.0,80.73124
10913,arizona,central,male,high school or below,0.0,personal auto,four-door car,6637.228238,92.0,2.0,662.4
10914,california,west region,female,high school or below,57693.0,personal auto,four-door car,5979.724161,76.0,0.0,547.2
10915,oregon,north west,female,college,0.0,corporate auto,suv,7736.457821,112.0,3.0,78.975117
10916,california,west region,male,bachelor,33137.0,personal auto,two-door car,5644.474853,74.0,0.0,472.500375
10917,washington,east,male,high school or below,0.0,personal auto,four-door car,6944.739992,68.0,0.0,489.6
10918,california,west region,female,college,44938.0,personal auto,luxury car,7373.225991,183.0,0.0,2069.309854
10919,oregon,north west,male,high school or below,33617.0,personal auto,four-door car,13979.09014,117.0,0.0,761.722334
10920,arizona,central,male,college,38460.0,personal auto,four-door car,2395.968567,61.0,0.0,191.365686
10921,california,west region,male,college,0.0,personal auto,four-door car,2387.858281,67.0,0.0,482.4
10922,washington,east,female,college,40171.0,personal auto,suv,4883.335068,123.0,0.0,576.880144
10923,washington,east,female,high school or below,0.0,personal auto,four-door car,20496.69426,64.0,0.0,307.2
10924,nevada,central,male,doctor,36631.0,personal auto,four-door car,2491.317024,62.0,0.0,67.530904
10925,nevada,central,female,bachelor,74335.0,corporate auto,luxury car,7372.230729,187.0,0.0,896.436023
10926,california,west region,female,bachelor,79421.0,personal auto,four-door car,12625.27947,104.0,0.0,115.126739
10927,oregon,north west,male,bachelor,38466.0,personal auto,two-door car,5261.419836,68.0,0.0,204.685796
10928,arizona,central,female,college,54495.0,personal auto,four-door car,4895.811925,61.0,0.0,182.350945
10929,oregon,north west,female,college,0.0,special auto,sports car,4034.926461,112.0,0.0,806.4
10930,oregon,north west,female,bachelor,14290.0,personal auto,luxury suv,10179.71704,271.0,0.0,1300.8
10931,california,west region,male,college,0.0,personal auto,two-door car,17497.52201,73.0,0.0,350.4
10932,nevada,central,male,bachelor,45776.0,personal auto,four-door car,10569.62547,89.0,0.0,95.95081
10933,arizona,central,male,college,94263.0,personal auto,four-door car,7842.865664,98.0,0.0,112.420211
10934,washington,east,female,high school or below,12181.0,personal auto,four-door car,7942.448548,108.0,0.0,591.511506
10935,california,west region,male,bachelor,97268.0,personal auto,four-door car,17002.02246,85.0,0.0,35.278648
10936,california,west region,female,college,28995.0,personal auto,four-door car,2602.212965,67.0,0.0,321.6
10937,oregon,north west,female,high school or below,25030.0,personal auto,sports car,4112.841668,113.0,4.0,542.4
10938,oregon,north west,female,college,12613.0,personal auto,four-door car,5213.068893,70.0,0.0,336.0
10939,california,west region,female,bachelor,0.0,personal auto,two-door car,2292.791874,64.0,0.0,460.8
10940,california,west region,male,high school or below,25927.0,personal auto,suv,3933.813993,103.0,0.0,674.973614
10941,arizona,central,female,college,0.0,corporate auto,suv,9234.277026,134.0,0.0,643.2
10942,oregon,north west,male,college,28215.0,personal auto,two-door car,4650.063763,65.0,0.0,468.0
10943,nevada,central,male,bachelor,18375.0,personal auto,sports car,3954.344534,103.0,0.0,535.080276
10944,california,west region,female,high school or below,43221.0,special auto,four-door car,6953.952351,87.0,0.0,398.735257
10945,california,west region,male,bachelor,0.0,personal auto,four-door car,2876.775085,84.0,0.0,849.011958
10946,washington,east,female,doctor,0.0,personal auto,four-door car,6265.343299,84.0,1.0,481.025786
10947,oregon,north west,male,high school or below,52082.0,personal auto,four-door car,3145.456489,79.0,0.0,379.2
10948,california,west region,male,high school or below,50719.0,personal auto,four-door car,2688.878609,68.0,0.0,394.248334
10949,washington,east,female,bachelor,0.0,personal auto,suv,4749.127521,123.0,0.0,590.4
10950,california,west region,female,high school or below,0.0,corporate auto,suv,8364.502793,110.0,0.0,528.0
10951,california,west region,male,high school or below,39248.0,personal auto,four-door car,3450.328786,87.0,0.0,386.765125
10952,oregon,north west,female,college,0.0,personal auto,four-door car,2935.838245,82.0,0.0,590.4
10953,washington,east,male,high school or below,68463.0,personal auto,four-door car,2772.502139,70.0,1.0,336.0
10954,california,west region,male,high school or below,38096.0,personal auto,two-door car,3963.40327,99.0,0.0,475.2
10955,washington,east,male,college,42124.0,personal auto,suv,8062.546117,101.0,0.0,484.8
10956,california,west region,female,college,21073.0,personal auto,suv,7805.31287,106.0,1.0,508.8
10957,oregon,north west,female,bachelor,24149.0,personal auto,four-door car,4855.773614,61.0,0.0,292.8
10958,washington,east,female,high school or below,10312.0,personal auto,four-door car,2886.451602,78.0,0.0,486.278557
10959,arizona,central,male,bachelor,0.0,personal auto,two-door car,2724.430809,77.0,0.0,404.82483
10960,california,west region,male,bachelor,74115.0,personal auto,four-door car,9976.24549,63.0,0.0,275.349481
10961,california,west region,male,high school or below,34624.0,personal auto,four-door car,3755.260251,95.0,0.0,270.370335
10962,arizona,central,female,bachelor,36108.0,personal auto,suv,9642.214529,128.0,2.0,614.4
10963,nevada,central,female,high school or below,0.0,special auto,sports car,4573.998134,127.0,0.0,914.4
10964,nevada,central,male,high school or below,0.0,corporate auto,two-door car,4017.055485,118.0,0.0,959.849922
10965,nevada,central,female,high school or below,43184.0,personal auto,suv,12052.88693,102.0,0.0,376.836888
10966,california,west region,female,doctor,0.0,corporate auto,four-door car,2525.419695,67.0,0.0,146.301396
10967,arizona,central,male,college,35349.0,personal auto,four-door car,8207.777598,102.0,0.0,489.6
10968,california,west region,female,bachelor,0.0,personal auto,suv,4569.8758,124.0,0.0,250.723005
10969,california,west region,male,bachelor,35095.0,personal auto,two-door car,16979.79757,73.0,0.0,525.6
10970,arizona,central,female,high school or below,13164.0,personal auto,two-door car,18061.91837,70.0,0.0,75.393383
10971,nevada,central,male,high school or below,0.0,corporate auto,suv,5191.047011,141.0,0.0,676.8
10972,oregon,north west,female,college,94880.0,special auto,four-door car,6271.315156,79.0,3.0,347.595108
10973,nevada,central,male,college,95301.0,personal auto,suv,4619.449922,114.0,0.0,547.2
10974,nevada,central,female,bachelor,56202.0,personal auto,two-door car,8571.480718,107.0,0.0,513.511091
10975,oregon,north west,female,college,35592.0,personal auto,two-door car,3245.479985,82.0,0.0,496.805418
10976,california,west region,male,high school or below,0.0,personal auto,four-door car,12489.21197,113.0,0.0,542.4
10977,arizona,central,female,college,0.0,personal auto,four-door car,3799.746262,102.0,0.0,489.6
10978,california,west region,female,high school or below,0.0,corporate auto,two-door car,10004.74874,89.0,0.0,640.8
10979,washington,east,male,doctor,11097.0,corporate auto,two-door car,5577.669457,73.0,0.0,350.4
10980,arizona,central,male,bachelor,74900.0,personal auto,luxury suv,16705.10312,208.0,0.0,998.4
10981,california,west region,male,doctor,23576.0,personal auto,four-door car,31864.8589,89.0,0.0,383.508096
10982,nevada,central,female,high school or below,23393.0,corporate auto,four-door car,3708.811428,95.0,0.0,456.0
10983,oregon,north west,female,master,0.0,personal auto,two-door car,7203.133626,95.0,0.0,149.843223
10984,arizona,central,female,high school or below,0.0,personal auto,two-door car,2649.658715,73.0,0.0,350.4
10985,california,west region,female,master,66346.0,personal auto,four-door car,6991.614179,87.0,1.0,78.179743
10986,oregon,north west,male,bachelor,58109.0,corporate auto,two-door car,3380.712383,86.0,0.0,412.8
10987,arizona,central,female,high school or below,92766.0,personal auto,two-door car,20096.89337,71.0,0.0,379.029102
10988,california,west region,male,high school or below,26307.0,personal auto,four-door car,24706.92011,73.0,0.0,313.192439
10989,oregon,north west,male,bachelor,0.0,personal auto,four-door car,7416.466665,69.0,0.0,238.057939
10990,california,west region,female,high school or below,21171.0,corporate auto,four-door car,5605.380417,72.0,0.0,345.6
10991,california,west region,female,college,82753.0,personal auto,four-door car,13749.37083,114.0,0.0,264.666921
10992,oregon,north west,female,college,0.0,personal auto,four-door car,2203.588481,64.0,0.0,757.206098
10993,california,west region,male,bachelor,39754.0,personal auto,four-door car,3369.71211,85.0,0.0,62.282034
10994,arizona,central,female,college,0.0,personal auto,two-door car,7296.493236,67.0,0.0,321.6
10995,arizona,central,female,bachelor,0.0,personal auto,four-door car,7840.646748,76.0,1.0,364.8
10996,nevada,central,male,high school or below,0.0,corporate auto,four-door car,14837.50253,70.0,0.0,712.619939
10997,arizona,central,female,college,91915.0,personal auto,luxury car,7441.004843,186.0,0.0,93.56694
10998,nevada,central,female,master,21514.0,special auto,two-door car,11981.98481,62.0,0.0,257.248789
10999,california,west region,female,college,43276.0,personal auto,suv,4163.04081,104.0,0.0,499.2
11000,california,west region,female,high school or below,75531.0,personal auto,four-door car,8054.982035,102.0,0.0,489.6
11001,california,west region,male,bachelor,23665.0,personal auto,four-door car,22658.53652,67.0,0.0,404.817249
11002,arizona,central,female,bachelor,0.0,personal auto,four-door car,4048.722426,118.0,0.0,566.4
11003,california,west region,female,bachelor,96337.0,personal auto,suv,10288.92495,127.0,0.0,609.6
11004,california,west region,male,high school or below,60180.0,corporate auto,luxury car,21920.81339,183.0,0.0,988.533256
11005,oregon,north west,female,high school or below,0.0,personal auto,four-door car,16468.22079,63.0,0.0,685.12694
11006,washington,east,male,master,30376.0,personal auto,four-door car,5167.357134,66.0,0.0,316.8
11007,california,west region,male,master,88997.0,corporate auto,four-door car,5757.442258,72.0,0.0,174.041566
11008,oregon,north west,male,bachelor,69236.0,personal auto,four-door car,2487.777024,63.0,1.0,110.868874
11009,oregon,north west,female,bachelor,27627.0,special auto,two-door car,14594.45235,63.0,0.0,453.6
11010,nevada,central,male,bachelor,77524.0,corporate auto,four-door car,5320.343098,68.0,3.0,64.799325
11011,oregon,north west,female,high school or below,75449.0,corporate auto,two-door car,2442.200921,61.0,0.0,130.775164
11012,oregon,north west,female,bachelor,35666.0,personal auto,suv,5142.389806,131.0,0.0,312.110029
11013,nevada,central,male,college,17658.0,personal auto,four-door car,2511.944048,65.0,0.0,312.0
11014,oregon,north west,male,high school or below,0.0,corporate auto,four-door car,2629.315549,71.0,0.0,340.8
11015,nevada,central,male,college,20567.0,personal auto,four-door car,2449.128459,72.0,4.0,345.6
11016,california,west region,female,college,30061.0,special auto,sports car,4061.997378,104.0,0.0,499.2
11017,nevada,central,male,high school or below,0.0,corporate auto,four-door car,5252.511788,74.0,0.0,532.8
11018,oregon,north west,male,bachelor,20354.0,personal auto,suv,4372.194536,116.0,0.0,556.8
11019,oregon,north west,male,bachelor,36637.0,corporate auto,luxury car,15320.21872,192.0,0.0,921.6
11020,california,west region,male,high school or below,0.0,personal auto,suv,9657.579498,131.0,0.0,628.8
11021,oregon,north west,female,college,63860.0,personal auto,four-door car,2472.469209,62.0,0.0,208.598246
11022,california,west region,male,college,0.0,personal auto,luxury car,6191.402312,199.0,3.0,955.2
11023,arizona,central,male,high school or below,58544.0,personal auto,four-door car,13583.6249,114.0,0.0,769.788818
11024,oregon,north west,female,high school or below,54586.0,personal auto,two-door car,27528.31132,76.0,0.0,122.590766
11025,california,west region,female,high school or below,57248.0,personal auto,four-door car,2952.581331,74.0,0.0,355.2
11026,california,west region,female,bachelor,0.0,corporate auto,sports car,4949.389491,134.0,0.0,964.8
11027,california,west region,male,bachelor,66037.0,personal auto,four-door car,8209.924674,69.0,0.0,69.004181
11028,nevada,central,female,master,29462.0,corporate auto,suv,4170.687348,107.0,1.0,513.6
11029,california,west region,male,bachelor,64541.0,personal auto,four-door car,20600.23958,86.0,0.0,256.279637
11030,california,west region,female,master,27382.0,personal auto,four-door car,2858.087414,71.0,0.0,134.104322
11031,california,west region,female,bachelor,32311.0,corporate auto,four-door car,6282.082435,79.0,0.0,207.289724
11032,california,west region,male,college,23830.0,corporate auto,two-door car,2776.842204,76.0,1.0,364.8
11033,arizona,central,female,high school or below,88178.0,personal auto,two-door car,14194.15441,70.0,0.0,336.0
11034,oregon,north west,female,master,72236.0,personal auto,four-door car,9726.551005,80.0,0.0,518.064733
11035,california,west region,female,bachelor,0.0,personal auto,suv,8099.466122,112.0,0.0,438.812143
11036,oregon,north west,male,college,67890.0,personal auto,four-door car,5020.473987,63.0,0.0,174.08854
11037,arizona,central,female,college,38713.0,personal auto,four-door car,4834.710493,66.0,4.0,316.8
11038,oregon,north west,female,bachelor,77803.0,personal auto,four-door car,17625.53763,63.0,0.0,217.554695
11039,california,west region,female,bachelor,51643.0,personal auto,luxury car,11009.13049,283.0,0.0,1358.4
11040,oregon,north west,female,college,46402.0,personal auto,four-door car,4502.207001,113.0,0.0,476.385575
11041,washington,east,male,bachelor,92044.0,personal auto,suv,10570.7888,132.0,0.0,617.288574
11042,arizona,central,male,college,16040.0,personal auto,two-door car,10614.64457,96.0,0.0,611.476898
11043,oregon,north west,male,college,0.0,personal auto,suv,11436.42994,135.0,4.0,980.52817
11044,washington,east,male,bachelor,17622.0,personal auto,four-door car,4458.113369,65.0,1.0,312.0
11045,arizona,central,female,bachelor,0.0,personal auto,suv,5558.31428,188.0,4.0,2156.011022
11046,oregon,north west,male,high school or below,12430.0,personal auto,four-door car,5169.49937,73.0,0.0,350.4
11047,california,west region,male,college,58414.0,personal auto,luxury suv,7840.165778,210.0,2.0,1008.0
11048,nevada,central,female,bachelor,17257.0,personal auto,four-door car,24108.30057,70.0,0.0,551.132139
11049,oregon,north west,female,college,70492.0,personal auto,two-door car,5638.046345,70.0,0.0,328.362698
11050,california,west region,male,college,68229.0,corporate auto,four-door car,7680.147853,96.0,0.0,460.8
11051,oregon,north west,female,high school or below,33397.0,personal auto,suv,8409.067687,106.0,0.0,508.8
11052,california,west region,male,bachelor,72503.0,personal auto,suv,12341.83389,106.0,0.0,295.821353
11053,california,west region,female,master,90349.0,personal auto,four-door car,2611.128028,64.0,0.0,435.7186
11054,california,west region,male,high school or below,0.0,corporate auto,four-door car,6081.481291,87.0,0.0,626.4
11055,california,west region,male,college,25480.0,personal auto,suv,4416.345862,117.0,3.0,486.545439
11056,oregon,north west,female,college,72462.0,personal auto,two-door car,10932.21496,68.0,0.0,272.737308
11057,oregon,north west,female,college,27677.0,personal auto,four-door car,5427.174517,72.0,1.0,345.6
11058,california,west region,male,high school or below,25743.0,personal auto,two-door car,6190.316839,79.0,0.0,596.2476
11059,oregon,north west,male,high school or below,74935.0,corporate auto,suv,4523.752381,112.0,0.0,192.859737
11060,california,west region,male,bachelor,0.0,personal auto,four-door car,2482.38724,71.0,0.0,511.2
11061,oregon,north west,female,high school or below,15921.0,corporate auto,four-door car,6903.946532,92.0,1.0,571.549745
11062,arizona,central,female,high school or below,30095.0,personal auto,suv,21740.02913,136.0,0.0,652.8
11063,oregon,north west,female,high school or below,20587.0,personal auto,suv,37939.48817,106.0,0.0,363.77598
11064,california,west region,male,bachelor,0.0,personal auto,sports car,31215.68581,117.0,0.0,1227.822079
11065,washington,east,female,high school or below,29628.0,corporate auto,two-door car,8482.456771,106.0,0.0,763.2
11066,california,west region,male,bachelor,28677.0,personal auto,four-door car,8490.284985,78.0,0.0,131.515739
11067,california,west region,male,high school or below,87094.0,personal auto,four-door car,8886.610685,113.0,1.0,64.894362
11068,california,west region,female,college,0.0,corporate auto,four-door car,4670.953723,64.0,0.0,181.810486
11069,oregon,north west,male,high school or below,43736.0,personal auto,suv,10209.9339,128.0,0.0,614.4
11070,oregon,north west,female,bachelor,69379.0,corporate auto,two-door car,4118.588554,103.0,0.0,494.4
11071,california,west region,female,high school or below,80415.0,corporate auto,two-door car,7409.586372,62.0,0.0,281.372658
11072,california,west region,male,high school or below,26050.0,personal auto,four-door car,3803.79853,97.0,0.0,465.6
11073,california,west region,male,high school or below,57449.0,personal auto,four-door car,12157.32992,103.0,0.0,494.4
11074,washington,east,female,bachelor,68211.0,corporate auto,four-door car,28119.28723,99.0,0.0,475.2
11075,arizona,central,female,bachelor,28445.0,special auto,two-door car,8219.358756,103.0,0.0,427.762841
11076,nevada,central,female,college,37313.0,personal auto,four-door car,4803.24007,62.0,0.0,246.57631
11077,california,west region,male,high school or below,0.0,corporate auto,four-door car,10865.86075,110.0,1.0,1066.913401
11078,california,west region,female,college,29194.0,personal auto,four-door car,3425.73115,89.0,0.0,424.466821
11079,arizona,central,female,bachelor,79090.0,personal auto,suv,8609.158215,107.0,0.0,289.040734
11080,washington,east,female,college,22571.0,personal auto,four-door car,4605.036646,63.0,0.0,302.4
11081,oregon,north west,male,college,0.0,corporate auto,suv,18634.72656,139.0,0.0,1066.63167
11082,arizona,central,female,master,48744.0,personal auto,two-door car,3465.52691,86.0,0.0,412.8
11083,arizona,central,male,bachelor,0.0,corporate auto,four-door car,2478.180205,71.0,0.0,511.2
11084,california,west region,male,college,29530.0,personal auto,two-door car,5792.439588,74.0,0.0,222.478994
11085,nevada,central,male,bachelor,67798.0,personal auto,four-door car,5548.031892,69.0,0.0,331.2
11086,california,west region,male,bachelor,16208.0,personal auto,two-door car,3443.301126,93.0,0.0,446.4
11087,oregon,north west,female,college,94757.0,personal auto,four-door car,4529.072491,112.0,0.0,5.453269
11088,washington,east,female,high school or below,37995.0,corporate auto,suv,5597.12496,139.0,0.0,667.2
11089,oregon,north west,male,college,72302.0,personal auto,two-door car,2616.613903,66.0,0.0,316.8
11090,oregon,north west,male,college,37934.0,personal auto,sports car,10506.88413,137.0,1.0,385.440163
11091,washington,east,male,high school or below,19382.0,personal auto,four-door car,10758.65568,94.0,0.0,676.8
11092,arizona,central,male,bachelor,33191.0,personal auto,four-door car,5498.661301,70.0,0.0,443.53718
11093,arizona,central,male,college,72389.0,personal auto,four-door car,2791.880258,70.0,0.0,206.158416
11094,arizona,central,female,master,91475.0,personal auto,four-door car,5176.157299,64.0,0.0,73.295606
11095,california,west region,male,college,0.0,personal auto,four-door car,8166.878898,111.0,0.0,799.2
11096,oregon,north west,female,bachelor,43682.0,corporate auto,suv,4267.076892,107.0,0.0,148.003496
11097,california,west region,female,bachelor,39854.0,corporate auto,two-door car,5217.513287,66.0,0.0,261.930545
11098,oregon,north west,male,master,52162.0,personal auto,two-door car,7807.216137,99.0,0.0,251.152889
11099,arizona,central,female,high school or below,0.0,special auto,suv,5058.927182,134.0,0.0,643.2
11100,arizona,central,male,college,74755.0,personal auto,luxury car,7772.579276,195.0,0.0,1404.0
11101,california,west region,male,college,85339.0,personal auto,four-door car,11533.96706,95.0,0.0,392.7457
11102,oregon,north west,male,doctor,57709.0,personal auto,suv,5073.282126,125.0,0.0,600.0
11103,california,west region,male,college,26802.0,personal auto,two-door car,4636.54647,66.0,1.0,316.8
11104,oregon,north west,male,master,0.0,personal auto,four-door car,5296.838482,73.0,0.0,152.080908
11105,oregon,north west,female,college,18577.0,personal auto,four-door car,6273.911874,86.0,0.0,412.8
11106,arizona,central,female,college,0.0,personal auto,suv,8002.308333,107.0,0.0,513.6
11107,nevada,central,female,bachelor,0.0,personal auto,luxury car,15563.36944,253.0,5.0,1214.4
11108,washington,east,female,bachelor,21546.0,corporate auto,two-door car,4723.821588,119.0,1.0,625.395925
11109,arizona,central,female,bachelor,49182.0,personal auto,two-door car,8436.350708,70.0,0.0,165.410515
11110,california,west region,female,bachelor,32238.0,personal auto,four-door car,7153.208425,91.0,0.0,439.781453
11111,california,west region,female,college,0.0,personal auto,four-door car,6990.691643,68.0,0.0,326.4
11112,california,west region,male,high school or below,98118.0,personal auto,four-door car,6375.079233,83.0,3.0,398.4
11113,arizona,central,male,high school or below,22971.0,personal auto,suv,27990.35769,101.0,0.0,562.021558
11114,california,west region,male,master,49161.0,personal auto,two-door car,4971.727892,63.0,2.0,171.746945
11115,nevada,central,male,bachelor,90252.0,corporate auto,four-door car,7611.949286,95.0,0.0,122.924197
11116,arizona,central,female,doctor,25036.0,corporate auto,four-door car,2422.194555,61.0,1.0,292.8
11117,california,west region,male,bachelor,28314.0,personal auto,suv,4647.423581,121.0,0.0,580.8
11118,washington,east,female,bachelor,56337.0,personal auto,four-door car,7765.228166,97.0,0.0,465.6
11119,oregon,north west,female,bachelor,99074.0,special auto,two-door car,6189.443994,77.0,1.0,208.38907
11120,california,west region,male,high school or below,31708.0,personal auto,two-door car,3520.696547,94.0,1.0,451.2
11121,nevada,central,male,bachelor,0.0,personal auto,four-door car,2678.457672,83.0,1.0,398.4
11122,arizona,central,male,bachelor,0.0,personal auto,four-door car,6274.564531,67.0,1.0,431.32052
11123,washington,east,male,college,28215.0,personal auto,two-door car,4650.063763,65.0,0.0,468.0
11124,washington,east,male,high school or below,0.0,corporate auto,four-door car,12010.93726,119.0,0.0,856.8
11125,california,west region,female,bachelor,21119.0,personal auto,suv,10193.77423,128.0,0.0,614.4
11126,california,west region,male,bachelor,0.0,corporate auto,four-door car,15862.17507,66.0,0.0,475.2
11127,oregon,north west,male,bachelor,0.0,personal auto,four-door car,17254.03699,69.0,1.0,331.2
11128,arizona,central,female,doctor,0.0,personal auto,four-door car,5294.230247,70.0,0.0,20.521312
11129,oregon,north west,female,high school or below,13662.0,personal auto,four-door car,6274.447705,85.0,0.0,408.0
11130,arizona,central,female,high school or below,0.0,personal auto,sports car,8007.399376,112.0,0.0,537.6
11131,oregon,north west,male,bachelor,0.0,personal auto,suv,30966.31981,109.0,0.0,691.401424
11132,washington,east,female,bachelor,79251.0,personal auto,four-door car,2666.976685,67.0,1.0,321.6
11133,nevada,central,female,high school or below,51294.0,corporate auto,suv,18572.01022,116.0,0.0,113.237624
11134,california,west region,male,bachelor,0.0,personal auto,four-door car,6595.101921,105.0,2.0,847.717402
11135,california,west region,female,high school or below,0.0,personal auto,two-door car,2243.473907,62.0,0.0,675.468453
11136,california,west region,female,college,0.0,personal auto,suv,7423.929008,107.0,0.0,513.6
11137,oregon,north west,female,college,29124.0,personal auto,suv,4627.090729,129.0,4.0,619.2
11138,california,west region,male,college,0.0,personal auto,four-door car,4413.255399,65.0,0.0,312.0
11139,california,west region,male,college,97266.0,special auto,two-door car,3163.283136,79.0,0.0,546.052144
11140,oregon,north west,male,high school or below,48207.0,personal auto,four-door car,4908.124429,63.0,2.0,164.974886
11141,california,west region,female,college,0.0,corporate auto,four-door car,7850.590399,69.0,0.0,331.2
11142,california,west region,female,bachelor,0.0,personal auto,four-door car,3210.417377,88.0,0.0,325.917598
11143,arizona,central,male,bachelor,97316.0,personal auto,two-door car,5387.40977,67.0,0.0,309.076476
11144,oregon,north west,female,college,63860.0,personal auto,four-door car,2472.469209,62.0,0.0,208.598246
11145,california,west region,female,bachelor,72633.0,personal auto,four-door car,5403.586356,67.0,0.0,155.761761
11146,oregon,north west,male,bachelor,28013.0,personal auto,luxury car,31410.92822,266.0,0.0,1276.8
11147,arizona,central,female,high school or below,60479.0,personal auto,four-door car,7627.431532,96.0,0.0,85.155359
11148,california,west region,female,bachelor,0.0,personal auto,two-door car,7540.390159,68.0,0.0,519.757811
11149,california,west region,male,college,14151.0,personal auto,four-door car,2617.704041,72.0,1.0,345.6
11150,washington,east,male,bachelor,75891.0,corporate auto,two-door car,7212.143863,61.0,0.0,61.285525
11151,nevada,central,male,bachelor,0.0,personal auto,luxury suv,6671.766636,183.0,0.0,1317.6
11152,california,west region,male,college,53078.0,personal auto,four-door car,5677.642084,73.0,0.0,764.221884
11153,oregon,north west,female,high school or below,20031.0,personal auto,four-door car,22952.06778,86.0,0.0,109.69048
11154,arizona,central,male,bachelor,92070.0,corporate auto,four-door car,2960.567044,74.0,0.0,368.669336
11155,oregon,north west,female,high school or below,44509.0,personal auto,four-door car,2446.681538,61.0,0.0,226.731454
11156,california,west region,male,high school or below,0.0,personal auto,two-door car,7659.71722,73.0,0.0,525.6
11157,arizona,central,male,bachelor,91967.0,special auto,suv,4533.733641,113.0,0.0,156.736745
11158,oregon,north west,female,bachelor,0.0,personal auto,four-door car,2355.281389,63.0,0.0,302.4
11159,nevada,central,female,bachelor,97379.0,personal auto,four-door car,14316.84569,119.0,0.0,354.764801
11160,arizona,central,female,bachelor,14290.0,personal auto,luxury suv,10179.71704,271.0,0.0,1300.8
11161,arizona,central,female,high school or below,0.0,personal auto,suv,8129.511,119.0,1.0,729.405742
11162,washington,east,male,high school or below,0.0,personal auto,luxury car,13272.22792,194.0,0.0,1396.8
11163,oregon,north west,female,high school or below,0.0,personal auto,four-door car,17817.46464,68.0,0.0,256.916302
11164,nevada,central,male,college,21927.0,personal auto,four-door car,25002.01883,71.0,0.0,128.624785
11165,oregon,north west,female,high school or below,69096.0,corporate auto,four-door car,19955.25713,99.0,0.0,64.669515
11166,oregon,north west,male,bachelor,0.0,corporate auto,four-door car,4606.26977,72.0,2.0,518.4
11167,oregon,north west,female,high school or below,28513.0,personal auto,suv,15114.40241,100.0,1.0,480.0
11168,oregon,north west,male,high school or below,81687.0,personal auto,four-door car,4782.349875,61.0,0.0,292.8
11169,nevada,central,female,high school or below,13792.0,personal auto,four-door car,6317.373557,87.0,2.0,620.19254
11170,nevada,central,female,high school or below,32184.0,personal auto,suv,16224.54182,136.0,1.0,266.146673
11171,washington,east,male,bachelor,26432.0,personal auto,four-door car,9585.501257,88.0,3.0,422.4
11172,arizona,central,female,doctor,59232.0,corporate auto,two-door car,10130.93442,85.0,0.0,408.0
11173,oregon,north west,female,college,0.0,personal auto,four-door car,7343.52792,72.0,3.0,345.6
11174,arizona,central,male,bachelor,23577.0,personal auto,four-door car,7699.632103,68.0,0.0,91.815153
11175,nevada,central,male,college,0.0,personal auto,four-door car,5739.823806,80.0,0.0,848.201438
11176,oregon,north west,male,bachelor,26670.0,corporate auto,four-door car,3874.86854,98.0,0.0,541.229321
11177,washington,east,male,bachelor,87403.0,personal auto,four-door car,8112.323843,68.0,0.0,456.290338
11178,oregon,north west,female,college,51455.0,personal auto,four-door car,2707.429536,67.0,0.0,11.046789
11179,oregon,north west,male,high school or below,30242.0,personal auto,four-door car,5686.961001,72.0,0.0,48.288036
11180,oregon,north west,male,bachelor,64311.0,personal auto,four-door car,7381.623005,62.0,0.0,157.174836
11181,oregon,north west,female,college,0.0,corporate auto,four-door car,2724.262292,70.0,0.0,405.384524
11182,arizona,central,male,master,37722.0,personal auto,sports car,9075.768214,116.0,0.0,158.077504
